Time,Competitor,Operation,OrderId,Instrument,Side,Volume,Price,Lifespan,Fee
41.012583,,Insert,279064859,0,A,1000,124900,G,
41.012606,,Cancel,279064775,,,-1000,,,
41.012614,,Insert,279064863,0,A,3000,125100,G,
41.012618,,Cancel,279064803,,,-1000,,,
41.012689,,Insert,279064871,0,B,1000,124800,G,
41.012741,,Cancel,279064843,,,-2000,,,
41.012804,,Cancel,279064859,,,-1000,,,
41.012809,,Insert,279064891,0,B,1000,124800,G,
41.012855,,Insert,279064895,0,A,1000,125000,G,
41.012866,,Insert,279064899,0,A,2000,125900,G,
41.012891,,Cancel,279060307,,,-2000,,,
41.012891,,Insert,279064903,0,A,2000,159400,G,
41.012893,,Cancel,279064891,,,-1000,,,
41.012996,,Insert,279064919,0,A,1000,124900,G,
41.012997,,Insert,279064923,0,A,1000,124900,G,
41.013081,,Cancel,279064903,,,-2000,,,
41.013081,,Insert,279064943,0,A,2000,159300,G,
41.013092,,Cancel,279064899,,,-2000,,,
41.013403,,Cancel,279064923,,,-1000,,,
41.016502,,Cancel,279055227,,,-400,,,
41.017207,,Insert,279065011,0,A,400,124900,G,
41.018374,,Cancel,279064783,,,-8000,,,
41.030343,,Insert,279065123,0,A,8000,125200,G,
41.030415,,Insert,279065127,0,B,8000,124800,G,
41.030445,,Insert,279065131,0,B,1000,124800,G,
41.030486,,Insert,279065135,0,A,1000,126400,G,
41.031095,,Cancel,279064919,,,-1000,,,
41.031126,,Insert,279065151,0,A,2000,125100,G,
41.031557,,Cancel,279064943,,,-2000,,,
41.031557,,Insert,279065155,0,A,2000,159400,G,
41.042283,,Insert,279065495,0,A,8000,125000,G,
41.042482,,Cancel,279065135,,,-1000,,,
41.04252,,Insert,279065499,0,B,1000,124800,G,
41.042586,,Insert,279065503,0,B,400,124800,G,
41.043112,,Cancel,279060003,,,-1000,,,
41.048405,,Cancel,279065499,,,-1000,,,
41.048437,,Insert,279065543,0,A,1000,125100,G,
41.058248,,Insert,279065607,0,B,10,123100,G,
41.067206,,Cancel,279064895,,,-1000,,,
41.088021,,Insert,279065763,0,A,1000,126500,G,
41.119651,,Insert,279066119,0,A,2000,125200,G,
41.12,Dummy,Insert,33,1,B,30,124700,F,
41.12,Dummy,Cancel,33,,,-30,,,
41.128423,,Cancel,279065763,,,-1000,,,
41.128885,,Cancel,279065155,,,-2000,,,
41.128885,,Insert,279066271,0,A,2000,159300,G,
41.128982,,Cancel,279066271,,,-2000,,,
41.128982,,Insert,279066275,0,A,2000,159400,G,
41.129065,,Cancel,279066275,,,-2000,,,
41.129065,,Insert,279066279,0,A,2000,159300,G,
41.131038,,Cancel,279066279,,,-2000,,,
41.131038,,Insert,279066307,0,A,2000,159400,G,
41.145498,,Cancel,279066307,,,-2000,,,
41.145498,,Insert,279066615,0,A,2000,159300,G,
41.190056,,Insert,279067239,0,B,1000,124400,G,
41.190203,,Cancel,279066615,,,-2000,,,
41.190203,,Insert,279067247,0,A,2000,159400,G,
41.191274,,Cancel,279065131,,,-1000,,,
41.191335,,Insert,279067371,0,A,1000,126400,G,
41.191586,,Cancel,279067247,,,-2000,,,
41.191586,,Insert,279067375,0,A,2000,159300,G,
41.197866,,Cancel,279067371,,,-1000,,,
41.198057,,Insert,279067647,0,B,1000,124800,G,
41.198214,,Cancel,279065495,,,-8000,,,
41.198507,,Insert,279067675,0,B,1000,124800,G,
41.198618,,Cancel,279067375,,,-2000,,,
41.198618,,Insert,279067687,0,A,2000,159400,G,
41.224684,,Cancel,279067675,,,-1000,,,
41.235831,,Cancel,279067687,,,-2000,,,
41.235831,,Insert,279068203,0,A,2000,159300,G,
41.244006,,Cancel,279067647,,,-1000,,,
41.268017,,Insert,279068859,0,A,1000,126500,G,
41.278752,,Insert,279068987,0,A,8000,125000,G,
41.279045,,Cancel,279065127,,,-8000,,,
41.279454,,Cancel,279068859,,,-1000,,,
41.298017,,Insert,279069219,0,A,1000,126500,G,
41.301707,,Cancel,7078831,,,-10000,,,
41.301707,,Cancel,7078832,,,-10000,,,
41.301707,,Insert,7078833,1,A,10000,125400,G,
41.301707,,Insert,7078834,1,B,10000,124200,G,
41.319938,,Insert,279069391,0,A,2000,125700,G,
41.370274,,Cancel,279069219,,,-1000,,,
41.370299,,Insert,279069835,0,A,1000,126400,G,
41.377711,,Insert,5033691,1,B,50,125000,G,
41.378458,,Insert,279069879,0,B,1000,124800,G,
41.378488,,Cancel,279068987,,,-8000,,,
41.378529,,Cancel,279069835,,,-1000,,,
41.378559,,Insert,279069887,0,B,8000,124800,G,
41.378806,,Insert,279069943,0,B,1000,124800,G,
41.378859,,Cancel,279068203,,,-2000,,,
41.378859,,Insert,279069951,0,A,2000,159400,G,
41.378945,,Cancel,279069879,,,-1000,,,
41.37898,,Cancel,279069943,,,-1000,,,
41.379092,,Cancel,279069951,,,-2000,,,
41.379092,,Insert,279069967,0,A,2000,159300,G,
41.38838,,Cancel,279069887,,,-8000,,,
41.388385,,Insert,279070075,0,A,8000,125000,G,
41.422273,,Insert,279070523,0,B,1000,124800,G,
41.422279,,Cancel,279070075,,,-8000,,,
41.422329,,Insert,279070535,0,B,8000,124800,G,
41.42258,,Insert,279070563,0,B,1000,124800,G,
41.422762,,Cancel,279069967,,,-2000,,,
41.422762,,Insert,279070567,0,A,2000,159400,G,
41.422971,,Cancel,279070567,,,-2000,,,
41.422971,,Insert,279070579,0,A,2000,159300,G,
41.427029,,Cancel,279063015,,,-2000,,,
41.427029,,Insert,279070619,0,B,2000,124500,G,
41.445726,,Insert,5033692,1,B,57,125900,G,
41.451444,,Cancel,279070563,,,-1000,,,
41.454204,,Cancel,279070523,,,-1000,,,
41.504302,,Insert,279071599,0,A,8000,125000,G,
41.504662,,Cancel,279070619,,,-2000,,,
41.504662,,Insert,279071611,0,B,2000,123500,G,
41.504752,,Cancel,279070535,,,-8000,,,
41.506287,,Cancel,279067239,,,-1000,,,
41.53223,,Insert,279071931,0,A,2000,125800,G,
41.539195,,Insert,279071971,0,B,8000,124800,G,
41.542639,,Cancel,279071971,,,-8000,,,
41.598016,,Insert,279072567,0,A,1000,126500,G,
41.60331,,Cancel,7078833,,,-9943,,,
41.60331,,Cancel,7078834,,,-10000,,,
41.60331,,Insert,7078835,1,A,10000,125400,G,
41.60331,,Insert,7078836,1,B,10000,124200,G,
41.691169,,Insert,279074343,0,B,8000,124800,G,
41.692882,,Cancel,279063267,,,-800,,,
41.692883,,Insert,279074367,0,A,800,124900,G,
41.692908,,Cancel,279065151,,,-2000,,,
41.692909,,Cancel,279065543,,,-1000,,,
41.693141,,Insert,279074383,0,A,1000,124900,G,
41.69316,,Cancel,279064871,,,-1000,,,
41.693193,,Cancel,279074343,,,-8000,,,
41.693661,,Cancel,279035947,,,-1000,,,
41.693832,,Insert,279074411,0,A,1000,124900,G,
41.693914,,Cancel,279063239,,,-2000,,,
41.695989,,Cancel,279063303,,,-1000,,,
41.704277,,Cancel,279074411,,,-1000,,,
41.707333,,Insert,279075063,0,A,1000,124900,G,
41.707462,,Cancel,279072567,,,-1000,,,
41.70749,,Insert,279075075,0,A,1000,126400,G,
41.713684,,Insert,279075255,0,A,1000,125000,G,
41.714925,,Cancel,279037423,,,-1000,,,
41.71877,,Cancel,279075063,,,-1000,,,
41.733544,,Insert,279075623,0,A,2000,125100,G,
41.777737,,Insert,279076155,0,B,4000,122000,G,
41.850546,,Insert,279077187,0,A,1000,124900,G,
41.873041,,Cancel,279035567,,,-1000,,,
41.873045,,Cancel,279035975,,,-1000,,,
41.873091,,Cancel,279035415,,,-8000,,,
41.873254,,Insert,279077423,0,A,1000,124900,G,
41.873289,,Insert,279077439,0,A,1000,124900,G,
41.873315,,Cancel,279065503,,,-400,,,
41.873377,,Insert,279077447,0,B,400,124700,G,
41.873381,,Cancel,279037223,,,-2000,,,
41.873381,,Insert,279077451,0,B,2000,123400,G,
41.873389,,Cancel,279060043,,,-1000,,,
41.873452,,Insert,279077471,0,A,1000,124800,G,
41.873471,,Cancel,279060067,,,-2000,,,
41.873471,,Insert,279077475,0,B,2000,90900,G,
41.873477,,Cancel,279075255,,,-1000,,,
41.873483,,Insert,279077483,0,A,3000,125000,G,
41.873484,,Cancel,279064863,,,-3000,,,
41.873488,,Insert,279077487,0,A,2000,124800,G,
41.873504,,Cancel,278994747,,,-1000,,,
41.873524,,Insert,279077507,0,B,2000,123800,G,
41.87353,,Cancel,279070579,,,-2000,,,
41.87353,,Insert,279077511,0,A,2000,159200,G,
41.87353,,Cancel,279035739,,,-2000,,,
41.873599,,Cancel,279077487,,,-2000,,,
41.873605,,Insert,279077535,0,B,1000,124700,G,
41.873609,,Insert,279077539,0,B,1000,124700,G,
41.873739,,Cancel,279077471,,,-1000,,,
41.87377,,Insert,279077567,0,A,2000,125000,G,
41.873802,,Insert,279077579,0,A,1000,124900,G,
41.873823,,Cancel,279077511,,,-2000,,,
41.873823,,Insert,279077583,0,A,2000,159300,G,
41.873831,,Cancel,279077579,,,-1000,,,
41.873858,,Insert,279077603,0,A,2000,125800,G,
41.873874,,Cancel,279077583,,,-2000,,,
41.873874,,Insert,279077611,0,A,2000,159200,G,
41.876047,,Insert,279077899,0,A,1000,125500,G,
41.87605,,Cancel,279077423,,,-1000,,,
41.876054,,Insert,279077903,0,A,1000,124900,G,
41.876078,,Cancel,279077611,,,-2000,,,
41.876078,,Insert,279077911,0,A,2000,159300,G,
41.876668,,Cancel,279077475,,,-2000,,,
41.876668,,Insert,279077947,0,B,2000,91000,G,
41.886941,,Cancel,279077947,,,-2000,,,
41.886941,,Insert,279078099,0,B,2000,90900,G,
41.887589,,Insert,279078215,0,B,1000,124600,G,
41.887637,,Cancel,279078099,,,-2000,,,
41.887637,,Insert,279078219,0,B,2000,91000,G,
41.90456,,Cancel,7078835,,,-10000,,,
41.90456,,Cancel,7078836,,,-10000,,,
41.90456,,Insert,7078837,1,A,10000,125400,G,
41.90456,,Insert,7078838,1,B,10000,124200,G,
41.908247,,Cancel,279077903,,,-1000,,,
41.919288,,Insert,279078895,0,B,1000,124800,G,
41.919322,,Insert,279078899,0,B,8000,124700,G,
41.919323,,Insert,279078903,0,B,3000,124600,G,
41.919328,,Insert,279078907,0,B,1000,124700,G,
41.919354,,Insert,279078911,0,B,400,124800,G,
41.919367,,Cancel,279077447,,,-400,,,
41.919385,,Cancel,279077439,,,-1000,,,
41.919668,,Cancel,279077507,,,-2000,,,
41.934098,,Insert,279079123,0,A,2000,125900,G,
41.955097,,Insert,279079507,0,B,2000,124500,G,
41.955395,,Cancel,279077187,,,-1000,,,
41.955461,,Cancel,279079507,,,-2000,,,
41.955621,,Insert,279079519,0,B,2000,124500,G,
41.955645,,Cancel,279074367,,,-800,,,
41.955647,,Insert,279079523,0,B,780,124800,G,
41.956151,,Insert,279079563,0,B,1000,124800,G,
41.956992,,Cancel,279079523,,,-780,,,
41.957027,,Cancel,279079563,,,-1000,,,
41.957243,,Cancel,279051659,,,-8000,,,
41.957243,,Cancel,279071599,,,-8000,,,
41.957246,,Cancel,279065123,,,-8000,,,
41.957328,,Insert,279079631,0,A,780,124900,G,
41.957563,,Insert,279079639,0,B,1000,124800,G,
41.963763,,Cancel,279079631,,,-780,,,
41.963763,,Cancel,279074383,,,-1000,,,
41.963765,,Insert,279079723,0,B,780,124800,G,
41.964097,,Insert,279079751,0,B,1000,124800,G,
41.964305,,Cancel,279079751,,,-1000,,,
41.964828,,Cancel,279079723,,,-780,,,
41.96504,,Cancel,279079639,,,-1000,,,
41.965082,,Insert,279079819,0,A,780,124900,G,
41.965366,,Insert,279079831,0,A,1000,124900,G,
41.965368,,Cancel,279078895,,,-1000,,,
41.965374,,Insert,279079835,0,A,1000,124900,G,
41.965401,,Insert,279079839,0,A,2000,125000,G,
41.965435,,Cancel,279078911,,,-400,,,
41.965465,,Insert,279079851,0,B,2000,123800,G,
41.965484,,Insert,279079855,0,B,400,124700,G,
41.970521,,Cancel,279079519,,,-2000,,,
41.971582,,Insert,279079927,0,A,1000,124900,G,
41.972286,,Cancel,279079927,,,-1000,,,
41.976363,,Cancel,279077451,,,-2000,,,
41.976363,,Insert,279079943,0,B,2000,124400,G,
42.007205,,Insert,279080359,0,A,8000,125200,G,
42.017445,,Insert,279080587,0,A,8000,125100,G,
42.01759,,Insert,279080595,0,A,1000,124900,G,
42.017593,,Insert,279080599,0,A,8000,125000,G,
42.020087,,Insert,5033693,1,B,51,125800,G,
42.067318,,Cancel,279080595,,,-1000,,,
42.077081,,Insert,279081603,0,B,1000,124800,G,
42.077082,,Insert,279081607,0,B,2000,124500,G,
42.077111,,Cancel,279079819,,,-780,,,
42.077115,,Insert,279081619,0,B,780,124800,G,
42.077144,,Cancel,279079835,,,-1000,,,
42.077153,,Insert,279081631,0,B,400,124800,G,
42.077164,,Cancel,279079855,,,-400,,,
42.077207,,Cancel,279079851,,,-2000,,,
42.078495,,Insert,279081719,0,B,1000,124400,G,
42.079398,,Cancel,279081619,,,-780,,,
42.079403,,Cancel,279081719,,,-1000,,,
42.088413,,Insert,279081975,0,A,780,124900,G,
42.088465,,Insert,279081987,0,A,1000,124900,G,
42.088721,,Cancel,279081607,,,-2000,,,
42.089138,,Insert,279082007,0,A,1000,124900,G,
42.089196,,Cancel,279081631,,,-400,,,
42.090249,,Cancel,279081603,,,-1000,,,
42.090272,,Cancel,279056491,,,-1000,,,
42.090274,,Cancel,279040395,,,-1000,,,
42.114033,,Insert,279082567,0,B,2000,123800,G,
42.114057,,Insert,279082571,0,B,1000,95300,G,
42.114083,,Insert,279082575,0,A,1000,168800,G,
42.136547,,Insert,279082991,0,B,1000,124800,G,
42.13655,,Cancel,279081987,,,-1000,,,
42.136574,,Insert,279082999,0,A,2000,126000,G,
42.136579,,Cancel,279082567,,,-2000,,,
42.136615,,Insert,279083003,0,B,400,124800,G,
42.156773,,Insert,279083215,0,B,2000,124500,G,
42.180794,,Cancel,279081975,,,-780,,,
42.180796,,Insert,279083491,0,B,780,124800,G,
42.18082,,Cancel,279082007,,,-1000,,,
42.182898,,Insert,279083579,0,B,1000,124400,G,
42.195509,,Cancel,279079831,,,-1000,,,
42.195531,,Insert,279083715,0,B,1000,124800,G,
42.19565,,Insert,279083719,0,B,8000,124800,G,
42.195718,,Insert,279083735,0,B,1000,124800,G,
42.196068,,Cancel,279083735,,,-1000,,,
42.199525,,Cancel,279083719,,,-8000,,,
42.201973,,Cancel,7078837,,,-9949,,,
42.201973,,Cancel,7078838,,,-10000,,,
42.201973,,Insert,7078839,1,A,10000,125400,G,
42.201973,,Insert,7078840,1,B,10000,124200,G,
42.203346,,Cancel,279079839,,,-2000,,,
42.203348,,Cancel,279077567,,,-2000,,,
42.203368,,Insert,279084187,0,B,8000,124800,G,
42.203373,,Cancel,279078907,,,-1000,,,
42.203377,,Insert,279084191,0,B,1000,124800,G,
42.203384,,Insert,279084195,0,A,1000,125100,G,
42.203398,,Cancel,279084191,,,-1000,,,
42.203639,,Insert,279084239,0,B,1000,124800,G,
42.203643,,Cancel,279077483,,,-3000,,,
42.203733,,Insert,279084251,0,B,1000,124800,G,
42.203846,,Cancel,279084251,,,-1000,,,
42.203956,,Insert,279084271,0,B,1000,124800,G,
42.204457,,Cancel,279084271,,,-1000,,,
42.206542,,Cancel,279084187,,,-8000,,,
42.207703,,Cancel,279083491,,,-780,,,
42.207705,,Insert,279084387,0,A,780,124900,G,
42.207729,,Cancel,279084195,,,-1000,,,
42.207802,,Insert,279084395,0,A,1000,124900,G,
42.219412,,Cancel,279084387,,,-780,,,
42.219413,,Insert,279084487,0,B,770,124800,G,
42.248242,,Cancel,279084395,,,-1000,,,
42.248249,,Insert,279084719,0,B,1000,124800,G,
42.248265,,Cancel,279082571,,,-1000,,,
42.248266,,Cancel,279082575,,,-1000,,,
42.24827,,Insert,279084727,0,A,1000,125100,G,
42.249787,,Insert,279084787,0,B,8000,124800,G,
42.249811,,Insert,279084791,0,B,1000,95400,G,
42.250138,,Insert,5616029,0,B,400,124900,F,
42.250162,,Insert,279084803,0,B,250,124800,G,
42.250173,,Insert,279084807,0,B,2000,124900,G,
42.250208,,Insert,279084815,0,A,2000,125900,G,
42.250208,,Cancel,279060011,,,-2000,,,
42.25021,,Insert,279084819,0,A,1000,125000,G,
42.250211,,Insert,279084823,0,A,1000,125000,G,
42.250251,,Cancel,279078219,,,-2000,,,
42.250251,,Insert,279084827,0,B,2000,91100,G,
42.250259,,Insert,279084831,0,B,260,124800,G,
42.250285,,Insert,279084839,0,A,1000,125600,G,
42.250286,,Cancel,279060023,,,-1000,,,
42.250291,,Insert,279084843,0,B,400,124900,G,
42.250305,,Cancel,279083003,,,-400,,,
42.250359,,Insert,279084875,0,A,1000,125000,G,
42.250385,,Cancel,279077911,,,-2000,,,
42.250385,,Insert,279084883,0,A,2000,159400,G,
42.250389,,Insert,279084887,0,A,1000,125000,G,
42.254201,,Cancel,279084803,,,-250,,,
42.254286,,Cancel,279084831,,,-260,,,
42.258288,,Cancel,279075075,,,-1000,,,
42.258314,,Insert,279085079,0,A,1000,169000,G,
42.258378,,Cancel,279084819,,,-1000,,,
42.267628,,Cancel,279075623,,,-2000,,,
42.267648,,Cancel,279080599,,,-8000,,,
42.26766,,Cancel,279084823,,,-1000,,,
42.267702,,Cancel,279084875,,,-1000,,,
42.267711,,Cancel,279084887,,,-1000,,,
42.304661,,Insert,279086339,0,A,1000,126500,G,
42.332841,,Insert,279087179,0,A,1000,125000,G,
42.332843,,Insert,279087183,0,A,1000,125000,G,
42.332857,,Insert,279087195,0,A,8000,125000,G,
42.332869,,Insert,279087199,0,A,1000,125000,G,
42.344092,,Cancel,279087195,,,-8000,,,
42.354028,,Cancel,279087183,,,-1000,,,
42.35406,,Cancel,279087179,,,-1000,,,
42.35408,,Insert,279087643,0,B,2000,124500,G,
42.354093,,Cancel,279071611,,,-2000,,,
42.354106,,Cancel,279087199,,,-1000,,,
42.354804,,Cancel,279062895,,,-1000,,,
42.375698,,Cancel,279077535,,,-1000,,,
42.375698,,Insert,279088239,0,B,1000,124900,G,
42.375721,,Cancel,279084791,,,-1000,,,
42.375724,,Insert,279088243,0,A,2000,126100,G,
42.422976,,Insert,279088775,0,B,8000,124900,G,
42.423,,Insert,279088791,0,B,1000,95500,G,
42.428385,,Cancel,279088775,,,-8000,,,
42.429363,,Insert,279088935,0,B,1000,124900,G,
42.433115,,Insert,279089047,0,A,1000,125000,G,
42.458273,,Insert,5033694,1,B,12,121800,G,
42.461525,,Insert,279089371,0,A,1000,125000,G,
42.461548,,Cancel,279056487,,,-1000,,,
42.496382,,Cancel,7078839,,,-10000,,,
42.496382,,Cancel,7078840,,,-10000,,,
42.496382,,Insert,7078841,1,A,10000,125600,G,
42.496382,,Insert,7078842,1,B,10000,124400,G,
42.521104,,Cancel,279089371,,,-1000,,,
42.521112,,Insert,279089735,0,A,8000,125000,G,
42.521128,,Cancel,279062891,,,-1000,,,
42.52113,,Insert,279089739,0,A,1000,154400,G,
42.521178,,Cancel,279088935,,,-1000,,,
42.521205,,Insert,279089755,0,B,1000,80900,G,
42.521213,,Insert,279089759,0,A,1000,125000,G,
42.521236,,Cancel,279084843,,,-400,,,
42.521296,,Cancel,279087643,,,-2000,,,
42.521296,,Insert,279089775,0,B,2000,123500,G,
42.521296,,Insert,279089779,0,B,400,124800,G,
42.521583,,Cancel,279086339,,,-1000,,,
42.521615,,Insert,279089847,0,A,1000,126400,G,
42.522046,,Insert,279089919,0,A,1000,125000,G,
42.524296,,Insert,279090019,0,A,8000,125000,G,
42.524296,,Insert,279090023,0,A,8000,125000,G,
42.524299,,Insert,279090027,0,A,3000,125000,G,
42.524304,,Cancel,279084719,,,-1000,,,
42.52431,,Cancel,279084839,,,-1000,,,
42.524317,,Cancel,279089047,,,-1000,,,
42.524326,,Insert,279090035,0,A,1000,125000,G,
42.524329,,Cancel,279084787,,,-8000,,,
42.524454,,Insert,279090059,0,A,1000,125000,G,
42.524513,,Cancel,279084487,,,-770,,,
42.524528,,Cancel,279088243,,,-2000,,,
42.524549,,Insert,5616091,0,A,2000,124900,F,
42.524549,,Insert,5616092,0,A,1000,124900,F,
42.524579,,Insert,279090075,0,A,650,125000,G,
42.52458,,Cancel,279084239,,,-1000,,,
42.524597,,Insert,279090083,0,A,2000,125000,G,
42.524605,,Insert,279090091,0,A,1000,125300,G,
42.524606,,Insert,279090095,0,A,1000,125000,G,
42.524618,,Insert,279090103,0,A,1000,125000,G,
42.524622,,Insert,279090107,0,B,1000,124300,G,
42.524628,,Insert,279090115,0,B,2000,123900,G,
42.524644,,Cancel,279089779,,,-400,,,
42.524696,,Insert,279090139,0,B,400,124700,G,
42.524707,,Insert,279090147,0,A,40,125000,G,
42.524709,,Insert,279090151,0,A,2000,124900,G,
42.524721,,Cancel,279090083,,,-2000,,,
42.524721,,Insert,279090155,0,A,2000,124900,G,
42.524721,,Cancel,279090103,,,-1000,,,
42.524721,,Insert,279090159,0,A,1000,124900,G,
42.524721,,Cancel,279090147,,,-40,,,
42.524721,,Insert,279090163,0,A,40,124900,G,
42.524727,,Insert,279090167,0,A,1000,124900,G,
42.524728,,Cancel,279083215,,,-2000,,,
42.524735,,Cancel,279084727,,,-1000,,,
42.524735,,Cancel,279090023,,,-8000,,,
42.524735,,Cancel,279090019,,,-8000,,,
42.524738,,Insert,279090175,0,A,770,124900,G,
42.524765,,Cancel,279090155,,,-2000,,,
42.524778,,Insert,279090195,0,A,1000,124900,G,
42.52478,,Cancel,279090139,,,-400,,,
42.52479,,Cancel,279084883,,,-2000,,,
42.52479,,Insert,279090199,0,A,2000,159300,G,
42.524797,,Insert,279090207,0,B,1000,124800,G,
42.524808,,Cancel,279090195,,,-1000,,,
42.524823,,Cancel,279084827,,,-2000,,,
42.524823,,Insert,279090211,0,B,2000,91000,G,
42.524842,,Cancel,279084815,,,-2000,,,
42.526254,,Insert,279090427,0,A,1000,125400,G,
42.528615,,Cancel,279090075,,,-650,,,
42.528639,,Cancel,279085079,,,-1000,,,
42.528835,,Cancel,279090163,,,-40,,,
42.528861,,Insert,279090635,0,A,1000,168900,G,
42.532961,,Cancel,279083715,,,-1000,,,
42.533045,,Cancel,279082991,,,-1000,,,
42.533111,,Cancel,279090207,,,-1000,,,
42.533143,,Insert,279090731,0,A,1000,124900,G,
42.533213,,Insert,279090743,0,B,1000,124700,G,
42.53323,,Insert,279090747,0,B,2000,123800,G,
42.533273,,Insert,279090755,0,B,1000,124700,G,
42.53333,,Insert,279090759,0,B,1000,124700,G,
42.533354,,Cancel,279090731,,,-1000,,,
42.533528,,Cancel,279090211,,,-2000,,,
42.533528,,Insert,279090787,0,B,2000,90900,G,
42.535935,,Cancel,279090787,,,-2000,,,
42.535935,,Insert,279091435,0,B,2000,91000,G,
42.540239,,Insert,279091867,0,A,1000,124900,G,
42.540267,,Insert,279091871,0,A,1000,124900,G,
42.552157,,Insert,279092171,0,B,200,115000,G,
42.553346,,Cancel,279091435,,,-2000,,,
42.553346,,Insert,279092419,0,B,2000,90900,G,
42.553808,,Cancel,279083579,,,-1000,,,
42.557522,,Insert,5033695,1,B,27,125000,G,
42.562468,,Cancel,279089759,,,-1000,,,
42.562841,,Cancel,279092419,,,-2000,,,
42.562841,,Insert,279092743,0,B,2000,91000,G,
42.56475,,Cancel,279091867,,,-1000,,,
42.564775,,Cancel,279091871,,,-1000,,,
42.564823,,Insert,279092811,0,B,400,124700,G,
42.584184,,Insert,279093043,0,A,2000,125100,G,
42.596225,,Insert,279093247,0,A,2000,125000,G,
42.596248,,Cancel,279061023,,,-1000,,,
42.59665,,Cancel,279092743,,,-2000,,,
42.59665,,Insert,279093291,0,B,2000,90900,G,
42.599279,,Cancel,279077539,,,-1000,,,
42.599282,,Cancel,279077899,,,-1000,,,
42.599284,,Insert,279093351,0,A,260,124900,G,
42.599284,,Insert,279093355,0,A,1000,124800,G,
42.599284,,Cancel,279090095,,,-1000,,,
42.599286,,Insert,279093359,0,B,1000,124200,G,
42.599291,,Insert,279093363,0,A,1000,124900,G,
42.599307,,Cancel,279093247,,,-2000,,,
42.599336,,Insert,279093375,0,A,1000,124800,G,
42.599363,,Cancel,279090199,,,-2000,,,
42.599363,,Insert,279093383,0,A,2000,159200,G,
42.599387,,Cancel,279077603,,,-2000,,,
42.60069,,Insert,279093619,0,A,8000,124900,G,
42.603306,,Cancel,279093351,,,-260,,,
42.604271,,Cancel,279093375,,,-1000,,,
42.605823,,Cancel,279093619,,,-8000,,,
42.608945,,Insert,279094043,0,A,8000,124900,G,
42.608946,,Cancel,279090059,,,-1000,,,
42.609037,,Cancel,279079943,,,-2000,,,
42.609037,,Insert,279094071,0,B,2000,123400,G,
42.609052,,Cancel,279082999,,,-2000,,,
42.609052,,Cancel,279078903,,,-3000,,,
42.609172,,Cancel,279024491,,,-800,,,
42.609172,,Insert,279094123,0,A,770,124800,G,
42.609439,,Insert,279094191,0,A,1000,124800,G,
42.609565,,Cancel,279078899,,,-8000,,,
42.609911,,Cancel,279024587,,,-1000,,,
42.610842,,Cancel,279078215,,,-1000,,,
42.613162,,Insert,279094783,0,B,1000,124700,G,
42.618443,,Cancel,279090759,,,-1000,,,
42.621792,,Insert,279094991,0,A,2000,125000,G,
42.621809,,Insert,279094999,0,A,2000,124900,G,
42.621839,,Cancel,278994875,,,-1000,,,
42.621842,,Insert,279095027,0,A,8000,124800,G,
42.621872,,Cancel,279094783,,,-1000,,,
42.621885,,Cancel,279089847,,,-1000,,,
42.621893,,Insert,279095075,0,A,1000,126300,G,
42.621939,,Cancel,278994831,,,-1000,,,
42.622011,,Cancel,279092811,,,-400,,,
42.622041,,Insert,279095127,0,A,1000,125100,G,
42.622041,,Cancel,278995463,,,-2000,,,
42.622079,,Insert,279095151,0,A,1000,124800,G,
42.622082,,Insert,279095155,0,B,400,124600,G,
42.622112,,Cancel,279090743,,,-1000,,,
42.622219,,Cancel,279090755,,,-1000,,,
42.62232,,Insert,279095283,0,B,1000,124300,G,
42.622327,,Insert,279095291,0,B,1000,124600,G,
42.622334,,Cancel,279095127,,,-1000,,,
42.622349,,Insert,279095295,0,B,1000,124100,G,
42.622354,,Insert,279095299,0,B,1000,124600,G,
42.622384,,Insert,279095331,0,B,1000,124600,G,
42.622487,,Cancel,279095151,,,-1000,,,
42.622532,,Cancel,279093291,,,-2000,,,
42.622532,,Insert,279095439,0,B,2000,90800,G,
42.622578,,Insert,279095479,0,B,2000,123700,G,
42.622657,,Insert,279095515,0,B,1000,124600,G,
42.622769,,Cancel,278994903,,,-1000,,,
42.622816,,Insert,279095567,0,B,1000,124700,G,
42.622838,,Cancel,279093383,,,-2000,,,
42.622838,,Insert,279095575,0,A,2000,159100,G,
42.622851,,Insert,279095583,0,B,3000,124500,G,
42.622876,,Insert,279095591,0,A,1000,125400,G,
42.622878,,Cancel,279095295,,,-1000,,,
42.622916,,Cancel,279095575,,,-2000,,,
42.622916,,Insert,279095607,0,A,2000,159200,G,
42.622934,,Cancel,279095439,,,-2000,,,
42.622934,,Insert,279095619,0,B,2000,90900,G,
42.622993,,Cancel,279095479,,,-2000,,,
42.622996,,Insert,279095643,0,B,2000,124400,G,
42.62315,,Cancel,279095155,,,-400,,,
42.624492,,Insert,279095783,0,B,1000,124700,G,
42.624982,,Cancel,279095027,,,-8000,,,
42.625005,,Cancel,279094123,,,-770,,,
42.625376,,Insert,279095839,0,B,770,124700,G,
42.62538,,Cancel,279094191,,,-1000,,,
42.62542,,Insert,279095851,0,B,8000,124700,G,
42.625476,,Insert,279095871,0,B,1000,123200,G,
42.62623,,Cancel,279093355,,,-1000,,,
42.626283,,Insert,279095991,0,A,1000,124900,G,
42.626374,,Insert,279095999,0,B,1000,124700,G,
42.626511,,Insert,279096011,0,A,2000,125800,G,
